,block,site,year,plot,experiment,treatment,date,format,gcc_mean,doy,dom,month,nitrogen,deluge.date.1,deluge.date.2
1006,c,sgs,2022,23,change,n,7/26/2022,JPEG,0.336469142,207,26,7,7.5,6/25/2022,6/26/2022
1007,c,sgs,2022,24,change,n,7/20/2022,JPEG,0.332555915,201,20,7,15,6/25/2022,6/26/2022
1008,c,sgs,2022,24,change,n,7/23/2022,JPEG,0.334160803,204,23,7,15,6/25/2022,6/26/2022
1009,c,sgs,2022,24,change,n,7/20/2022,JPEG,0.332555915,201,20,7,15,6/25/2022,6/26/2022
1010,c,sgs,2022,24,change,n,6/27/2022,JPEG,0.334391723,178,27,6,15,6/25/2022,6/26/2022
1011,c,sgs,2022,24,change,n,7/11/2022,JPEG,0.335987843,192,11,7,15,6/25/2022,6/26/2022
1012,c,sgs,2022,24,change,n,7/14/2022,JPEG,0.334439633,195,14,7,15,6/25/2022,6/26/2022
1013,c,sgs,2022,24,change,n,7/17/2022,JPEG,0.336263629,198,17,7,15,6/25/2022,6/26/2022
1018,c,sgs,2022,24,change,n,6/25/2022,JPEG,0.335635934,176,25,6,15,6/25/2022,6/26/2022
1020,c,sgs,2022,24,change,n,6/29/2022,JPEG,0.335585469,180,29,6,15,6/25/2022,6/26/2022
1021,c,sgs,2022,24,change,n,7/3/2022,JPEG,0.334714915,184,3,7,15,6/25/2022,6/26/2022
1022,c,sgs,2022,24,change,n,7/5/2022,JPEG,0.334622297,186,5,7,15,6/25/2022,6/26/2022
1023,c,sgs,2022,24,change,n,7/8/2022,JPEG,0.333533859,189,8,7,15,6/25/2022,6/26/2022
1032,c,sgs,2022,24,change,n,7/29/2022,JPEG,0.334060779,210,29,7,15,6/25/2022,6/26/2022
1041,c,sgs,2022,22,change,n,6/25/2022,JPEG,0.336073169,176,25,6,2.5,6/25/2022,6/26/2022
1044,c,sgs,2022,24,change,n,7/26/2022,JPEG,0.336177349,207,26,7,15,6/25/2022,6/26/2022
1046,c,sgs,2022,19,change,n,7/17/2022,JPEG,0.336516825,198,17,7,10,6/25/2022,6/26/2022
1052,c,sgs,2022,24,change,n,8/26/2022,JPEG,0.334359645,238,26,8,15,6/25/2022,6/26/2022
1053,c,sgs,2022,17,change,n,7/11/2022,JPEG,0.337180444,192,11,7,5,6/25/2022,6/26/2022
1136,d,sgs,2022,25,change,n,7/11/2022,JPEG,0.337537779,192,11,7,2.5,6/25/2022,6/26/2022
1137,d,sgs,2022,25,change,n,7/14/2022,JPEG,0.335608296,195,14,7,2.5,6/25/2022,6/26/2022
1138,d,sgs,2022,25,change,n,7/20/2022,JPEG,0.336271836,201,20,7,2.5,6/25/2022,6/26/2022
1139,d,sgs,2022,25,change,n,7/23/2022,JPEG,0.335326364,204,23,7,2.5,6/25/2022,6/26/2022
1140,d,sgs,2022,25,change,n,7/29/2022,JPEG,0.336375899,210,29,7,2.5,6/25/2022,6/26/2022
1141,d,sgs,2022,25,change,n,7/17/2022,JPEG,0.33514885,198,17,7,2.5,6/25/2022,6/26/2022
1142,d,sgs,2022,25,change,n,6/25/2022,JPEG,0.335861854,176,25,6,2.5,6/25/2022,6/26/2022
1143,d,sgs,2022,25,change,n,6/27/2022,JPEG,0.335315914,178,27,6,2.5,6/25/2022,6/26/2022
1153,d,sgs,2022,25,change,n,6/29/2022,JPEG,0.335595599,180,29,6,2.5,6/25/2022,6/26/2022
1154,d,sgs,2022,25,change,n,7/3/2022,JPEG,0.334084185,184,3,7,2.5,6/25/2022,6/26/2022
1155,d,sgs,2022,25,change,n,7/5/2022,JPEG,0.337383476,186,5,7,2.5,6/25/2022,6/26/2022
1156,d,sgs,2022,25,change,n,7/8/2022,JPEG,0.336653048,189,8,7,2.5,6/25/2022,6/26/2022
1165,d,sgs,2022,25,change,n,8/12/2022,JPEG,0.338273969,224,12,8,2.5,6/25/2022,6/26/2022
1171,d,sgs,2022,28,change,n,7/14/2022,JPEG,0.336811074,195,14,7,7.5,6/25/2022,6/26/2022
1176,d,sgs,2022,25,change,n,8/26/2022,JPEG,0.338975122,238,26,8,2.5,6/25/2022,6/26/2022
1186,d,sgs,2022,26,change,n,8/26/2022,JPEG,0.336798495,238,26,8,5,6/25/2022,6/26/2022
1188,d,sgs,2022,26,change,n,6/25/2022,JPEG,0.336693776,176,25,6,5,6/25/2022,6/26/2022
1189,d,sgs,2022,26,change,n,6/27/2022,JPEG,0.335339182,178,27,6,5,6/25/2022,6/26/2022
1190,d,sgs,2022,26,change,n,6/29/2022,JPEG,0.336283106,180,29,6,5,6/25/2022,6/26/2022
1191,d,sgs,2022,26,change,n,7/3/2022,JPEG,0.335125387,184,3,7,5,6/25/2022,6/26/2022
1192,d,sgs,2022,26,change,n,7/5/2022,JPEG,0.337364382,186,5,7,5,6/25/2022,6/26/2022
1193,d,sgs,2022,26,change,n,7/11/2022,JPEG,0.336978346,192,11,7,5,6/25/2022,6/26/2022
1194,d,sgs,2022,26,change,n,7/14/2022,JPEG,0.336807787,195,14,7,5,6/25/2022,6/26/2022
1195,d,sgs,2022,26,change,n,7/17/2022,JPEG,0.337014964,198,17,7,5,6/25/2022,6/26/2022
1196,d,sgs,2022,26,change,n,7/20/2022,JPEG,0.336612699,201,20,7,5,6/25/2022,6/26/2022
1197,d,sgs,2022,26,change,n,7/23/2022,JPEG,0.336015539,204,23,7,5,6/25/2022,6/26/2022
1198,d,sgs,2022,26,change,n,7/29/2022,JPEG,0.334938001,210,29,7,5,6/25/2022,6/26/2022
1206,d,sgs,2022,26,change,n,7/8/2022,JPEG,0.336644459,189,8,7,5,6/25/2022,6/26/2022
1210,d,sgs,2022,29,change,n,7/20/2022,JPEG,0.335785313,201,20,7,30,6/25/2022,6/26/2022
1211,d,sgs,2022,29,change,n,7/23/2022,JPEG,0.334855424,204,23,7,30,6/25/2022,6/26/2022
1228,d,sgs,2022,27,change,n,6/29/2022,JPEG,0.334914077,180,29,6,15,6/25/2022,6/26/2022
1229,d,sgs,2022,27,change,n,7/8/2022,JPEG,0.336448382,189,8,7,15,6/25/2022,6/26/2022
1230,d,sgs,2022,27,change,n,7/11/2022,JPEG,0.336191653,192,11,7,15,6/25/2022,6/26/2022
1231,d,sgs,2022,27,change,n,7/3/2022,JPEG,0.333397968,184,3,7,15,6/25/2022,6/26/2022
1232,d,sgs,2022,27,change,n,7/5/2022,JPEG,0.336908463,186,5,7,15,6/25/2022,6/26/2022
1233,d,sgs,2022,27,change,n,7/20/2022,JPEG,0.3350599,201,20,7,15,6/25/2022,6/26/2022
1234,d,sgs,2022,27,change,n,7/23/2022,JPEG,0.336012824,204,23,7,15,6/25/2022,6/26/2022
1235,d,sgs,2022,27,change,n,7/14/2022,JPEG,0.335235418,195,14,7,15,6/25/2022,6/26/2022
1236,d,sgs,2022,27,change,n,7/17/2022,JPEG,0.334641051,198,17,7,15,6/25/2022,6/26/2022
1237,d,sgs,2022,27,change,n,6/25/2022,JPEG,0.335331349,176,25,6,15,6/25/2022,6/26/2022
1238,d,sgs,2022,27,change,n,6/27/2022,JPEG,0.33394251,178,27,6,15,6/25/2022,6/26/2022
1248,d,sgs,2022,27,change,n,7/29/2022,JPEG,0.333594815,210,29,7,15,6/25/2022,6/26/2022
1249,d,sgs,2022,27,change,n,8/12/2022,JPEG,0.335163839,224,12,8,15,6/25/2022,6/26/2022
1250,d,sgs,2022,27,change,n,8/26/2022,JPEG,0.335320727,238,26,8,15,6/25/2022,6/26/2022
1260,d,sgs,2022,30,change,n,7/14/2022,JPEG,0.336788514,195,14,7,0,6/25/2022,6/26/2022
1261,d,sgs,2022,30,change,n,7/17/2022,JPEG,0.335040462,198,17,7,0,6/25/2022,6/26/2022
1266,d,sgs,2022,30,change,n,8/26/2022,JPEG,0.336120454,238,26,8,0,6/25/2022,6/26/2022
1274,d,sgs,2022,28,change,n,7/23/2022,JPEG,0.3362029,204,23,7,7.5,6/25/2022,6/26/2022
1275,d,sgs,2022,28,change,n,7/29/2022,JPEG,0.334525286,210,29,7,7.5,6/25/2022,6/26/2022
1276,d,sgs,2022,28,change,n,8/12/2022,JPEG,0.335656103,224,12,8,7.5,6/25/2022,6/26/2022
1277,d,sgs,2022,28,change,n,6/25/2022,JPEG,0.336126153,176,25,6,7.5,6/25/2022,6/26/2022
1278,d,sgs,2022,28,change,n,6/27/2022,JPEG,0.334762961,178,27,6,7.5,6/25/2022,6/26/2022
1279,d,sgs,2022,28,change,n,6/29/2022,JPEG,0.33565775,180,29,6,7.5,6/25/2022,6/26/2022
1280,d,sgs,2022,28,change,n,7/17/2022,JPEG,0.336412276,198,17,7,7.5,6/25/2022,6/26/2022
1281,d,sgs,2022,28,change,n,7/20/2022,JPEG,0.336468372,201,20,7,7.5,6/25/2022,6/26/2022
1285,d,sgs,2022,28,change,n,8/26/2022,JPEG,0.335544525,238,26,8,7.5,6/25/2022,6/26/2022
1289,d,sgs,2022,28,change,n,7/3/2022,JPEG,0.334750667,184,3,7,7.5,6/25/2022,6/26/2022
1290,d,sgs,2022,28,change,n,7/5/2022,JPEG,0.335368289,186,5,7,7.5,6/25/2022,6/26/2022
1291,d,sgs,2022,28,change,n,7/11/2022,JPEG,0.337054483,192,11,7,7.5,6/25/2022,6/26/2022
1292,d,sgs,2022,31,change,n,6/29/2022,JPEG,0.334708329,180,29,6,10,6/25/2022,6/26/2022
1293,d,sgs,2022,29,change,n,7/29/2022,JPEG,0.333023668,210,29,7,30,6/25/2022,6/26/2022
1295,d,sgs,2022,31,change,n,7/3/2022,JPEG,0.334145717,184,3,7,10,6/25/2022,6/26/2022
1296,d,sgs,2022,31,change,n,7/11/2022,JPEG,0.337086439,192,11,7,10,6/25/2022,6/26/2022
1297,d,sgs,2022,31,change,n,7/14/2022,JPEG,0.336069618,195,14,7,10,6/25/2022,6/26/2022
1298,d,sgs,2022,31,change,n,7/5/2022,JPEG,0.335789558,186,5,7,10,6/25/2022,6/26/2022
1299,d,sgs,2022,31,change,n,7/8/2022,JPEG,0.335042026,189,8,7,10,6/25/2022,6/26/2022
1300,d,sgs,2022,31,change,n,7/23/2022,JPEG,0.335535471,204,23,7,10,6/25/2022,6/26/2022
1301,d,sgs,2022,31,change,n,7/29/2022,JPEG,0.334093535,210,29,7,10,6/25/2022,6/26/2022
1325,d,sgs,2022,29,change,n,8/12/2022,JPEG,0.335295896,224,12,8,30,6/25/2022,6/26/2022
1326,d,sgs,2022,29,change,n,8/26/2022,JPEG,0.335098492,238,26,8,30,6/25/2022,6/26/2022
1330,d,sgs,2022,31,change,n,6/25/2022,JPEG,0.335569799,176,25,6,10,6/25/2022,6/26/2022
1331,d,sgs,2022,31,change,n,6/27/2022,JPEG,0.332568997,178,27,6,10,6/25/2022,6/26/2022
1334,d,sgs,2022,30,change,n,6/25/2022,JPEG,0.336403312,176,25,6,0,6/25/2022,6/26/2022
1336,d,sgs,2022,29,change,n,6/25/2022,JPEG,0.336391737,176,25,6,30,6/25/2022,6/26/2022
1337,d,sgs,2022,29,change,n,6/27/2022,JPEG,0.333757576,178,27,6,30,6/25/2022,6/26/2022
1338,d,sgs,2022,29,change,n,6/29/2022,JPEG,0.335992616,180,29,6,30,6/25/2022,6/26/2022
1339,d,sgs,2022,29,change,n,7/3/2022,JPEG,0.335439472,184,3,7,30,6/25/2022,6/26/2022
1340,d,sgs,2022,29,change,n,7/5/2022,JPEG,0.334552211,186,5,7,30,6/25/2022,6/26/2022
1341,d,sgs,2022,29,change,n,7/8/2022,JPEG,0.336168564,189,8,7,30,6/25/2022,6/26/2022
1353,d,sgs,2022,32,change,n,8/12/2022,JPEG,0.334449962,224,12,8,20,6/25/2022,6/26/2022
1355,d,sgs,2022,29,change,n,7/11/2022,JPEG,0.336225716,192,11,7,30,6/25/2022,6/26/2022
1356,d,sgs,2022,29,change,n,7/14/2022,JPEG,0.335413976,195,14,7,30,6/25/2022,6/26/2022
1357,d,sgs,2022,29,change,n,7/17/2022,JPEG,0.336723474,198,17,7,30,6/25/2022,6/26/2022
1363,d,sgs,2022,30,change,n,6/29/2022,JPEG,0.335520425,180,29,6,0,6/25/2022,6/26/2022
1365,d,sgs,2022,30,change,n,7/5/2022,JPEG,0.337550438,186,5,7,0,6/25/2022,6/26/2022
1366,d,sgs,2022,30,change,n,7/8/2022,JPEG,0.336205605,189,8,7,0,6/25/2022,6/26/2022
1367,d,sgs,2022,32,change,n,8/26/2022,JPEG,0.334121112,238,26,8,20,6/25/2022,6/26/2022
1372,d,sgs,2022,32,change,n,6/25/2022,JPEG,0.335581063,176,25,6,20,6/25/2022,6/26/2022
1375,d,sgs,2022,30,change,n,6/27/2022,JPEG,0.336039233,178,27,6,0,6/25/2022,6/26/2022
1377,d,sgs,2022,30,change,n,7/3/2022,JPEG,0.337198545,184,3,7,0,6/25/2022,6/26/2022
1380,d,sgs,2022,30,change,n,7/11/2022,JPEG,0.338274467,192,11,7,0,6/25/2022,6/26/2022
1381,d,sgs,2022,32,change,n,7/3/2022,JPEG,0.333164553,184,3,7,20,6/25/2022,6/26/2022
1382,d,sgs,2022,32,change,n,7/5/2022,JPEG,0.33522009,186,5,7,20,6/25/2022,6/26/2022
1383,d,sgs,2022,32,change,n,7/8/2022,JPEG,0.335813185,189,8,7,20,6/25/2022,6/26/2022
1384,d,sgs,2022,32,change,n,6/27/2022,JPEG,0.334970593,178,27,6,20,6/25/2022,6/26/2022
1385,d,sgs,2022,30,change,n,7/29/2022,JPEG,0.335409848,210,29,7,0,6/25/2022,6/26/2022
1386,d,sgs,2022,30,change,n,8/12/2022,JPEG,0.335150804,224,12,8,0,6/25/2022,6/26/2022
1389,d,sgs,2022,32,change,n,7/14/2022,JPEG,0.335396495,195,14,7,20,6/25/2022,6/26/2022
1391,d,sgs,2022,32,change,n,6/29/2022,JPEG,0.333762039,180,29,6,20,6/25/2022,6/26/2022
1396,d,sgs,2022,30,change,n,7/20/2022,JPEG,0.336505374,201,20,7,0,6/25/2022,6/26/2022
1397,d,sgs,2022,30,change,n,7/23/2022,JPEG,0.3366952,204,23,7,0,6/25/2022,6/26/2022
1403,d,sgs,2022,32,change,n,7/17/2022,JPEG,0.334146483,198,17,7,20,6/25/2022,6/26/2022
1405,d,sgs,2022,32,change,n,7/20/2022,JPEG,0.333832339,201,20,7,20,6/25/2022,6/26/2022
1408,d,sgs,2022,32,change,n,7/11/2022,JPEG,0.335104245,192,11,7,20,6/25/2022,6/26/2022
1411,d,sgs,2022,31,change,n,7/20/2022,JPEG,0.334658971,201,20,7,10,6/25/2022,6/26/2022
1415,d,sgs,2022,32,change,n,7/23/2022,JPEG,0.334975796,204,23,7,20,6/25/2022,6/26/2022
1419,d,sgs,2022,31,change,n,7/17/2022,JPEG,0.334579315,198,17,7,10,6/25/2022,6/26/2022
1422,d,sgs,2022,32,change,n,7/29/2022,JPEG,0.331923633,210,29,7,20,6/25/2022,6/26/2022
1423,d,sgs,2022,31,change,n,8/26/2022,JPEG,0.335861711,238,26,8,10,6/25/2022,6/26/2022
1426,d,sgs,2022,31,change,n,8/12/2022,JPEG,0.334664329,224,12,8,10,6/25/2022,6/26/2022
1507,e,sgs,2022,33,change,n,6/25/2022,JPEG,0.337335407,176,25,6,0,6/23/2022,6/24/2022
1508,e,sgs,2022,33,change,n,6/27/2022,JPEG,0.337516649,178,27,6,0,6/23/2022,6/24/2022
1509,e,sgs,2022,33,change,n,6/23/2022,JPEG,0.338662242,174,23,6,0,6/23/2022,6/24/2022
1512,e,sgs,2022,33,change,n,6/29/2022,JPEG,0.334506221,180,29,6,0,6/23/2022,6/24/2022
1513,e,sgs,2022,33,change,n,7/1/2022,JPEG,0.337580366,182,1,7,0,6/23/2022,6/24/2022
1523,e,sgs,2022,33,change,n,8/5/2022,JPEG,0.337950531,217,5,8,0,6/23/2022,6/24/2022
1524,e,sgs,2022,33,change,n,8/12/2022,JPEG,0.33622014,224,12,8,0,6/23/2022,6/24/2022
1525,e,sgs,2022,33,change,n,8/26/2022,JPEG,0.335400113,238,26,8,0,6/23/2022,6/24/2022
1549,e,sgs,2022,33,change,n,7/29/2022,JPEG,0.336462645,210,29,7,0,6/23/2022,6/24/2022
1550,e,sgs,2022,33,change,n,7/8/2022,JPEG,0.335789627,189,8,7,0,6/23/2022,6/24/2022
1551,e,sgs,2022,33,change,n,7/11/2022,JPEG,0.337220514,192,11,7,0,6/23/2022,6/24/2022
1552,e,sgs,2022,33,change,n,7/17/2022,JPEG,0.335589003,198,17,7,0,6/23/2022,6/24/2022
1553,e,sgs,2022,33,change,n,7/5/2022,JPEG,0.336299293,186,5,7,0,6/23/2022,6/24/2022
1554,e,sgs,2022,33,change,n,7/23/2022,JPEG,0.336778589,204,23,7,0,6/23/2022,6/24/2022
1556,e,sgs,2022,34,change,n,6/27/2022,JPEG,0.332500216,178,27,6,20,6/23/2022,6/24/2022
1557,e,sgs,2022,34,change,n,6/29/2022,JPEG,0.333877174,180,29,6,20,6/23/2022,6/24/2022
1558,e,sgs,2022,34,change,n,7/5/2022,JPEG,0.334305495,186,5,7,20,6/23/2022,6/24/2022
1561,e,sgs,2022,34,change,n,7/1/2022,JPEG,0.334477818,182,1,7,20,6/23/2022,6/24/2022
1563,e,sgs,2022,34,change,n,6/23/2022,JPEG,0.335573234,174,23,6,20,6/23/2022,6/24/2022
1564,e,sgs,2022,34,change,n,6/25/2022,JPEG,0.334926364,176,25,6,20,6/23/2022,6/24/2022
1569,e,sgs,2022,34,change,n,7/8/2022,JPEG,0.331879611,189,8,7,20,6/23/2022,6/24/2022
1576,e,sgs,2022,34,change,n,8/26/2022,JPEG,0.334638899,238,26,8,20,6/23/2022,6/24/2022
1597,e,sgs,2022,34,change,n,8/5/2022,JPEG,0.335488632,217,5,8,20,6/23/2022,6/24/2022
1598,e,sgs,2022,34,change,n,8/12/2022,JPEG,0.332351313,224,12,8,20,6/23/2022,6/24/2022
1599,e,sgs,2022,34,change,n,7/17/2022,JPEG,0.332092656,198,17,7,20,6/23/2022,6/24/2022
1600,e,sgs,2022,34,change,n,7/23/2022,JPEG,0.336119237,204,23,7,20,6/23/2022,6/24/2022
1601,e,sgs,2022,34,change,n,7/29/2022,JPEG,0.33226148,210,29,7,20,6/23/2022,6/24/2022
1602,e,sgs,2022,34,change,n,7/11/2022,JPEG,0.336029103,192,11,7,20,6/23/2022,6/24/2022
1607,e,sgs,2022,35,change,n,6/27/2022,JPEG,0.331748565,178,27,6,30,6/23/2022,6/24/2022
1608,e,sgs,2022,35,change,n,6/29/2022,JPEG,0.335343462,180,29,6,30,6/23/2022,6/24/2022
1609,e,sgs,2022,35,change,n,7/1/2022,JPEG,0.334926207,182,1,7,30,6/23/2022,6/24/2022
1610,e,sgs,2022,35,change,n,7/5/2022,JPEG,0.334612531,186,5,7,30,6/23/2022,6/24/2022
1611,e,sgs,2022,35,change,n,7/8/2022,JPEG,0.333618772,189,8,7,30,6/23/2022,6/24/2022
1612,e,sgs,2022,35,change,n,7/11/2022,JPEG,0.334167604,192,11,7,30,6/23/2022,6/24/2022
1614,e,sgs,2022,35,change,n,6/23/2022,JPEG,0.336170547,174,23,6,30,6/23/2022,6/24/2022
1615,e,sgs,2022,35,change,n,6/25/2022,JPEG,0.33578845,176,25,6,30,6/23/2022,6/24/2022
1638,e,sgs,2022,35,change,n,7/23/2022,JPEG,0.33590246,204,23,7,30,6/23/2022,6/24/2022
1639,e,sgs,2022,39,change,n,8/5/2022,JPEG,0.335294191,217,5,8,7.5,6/23/2022,6/24/2022
1640,e,sgs,2022,38,change,n,7/8/2022,JPG,0.329045521,189,8,7,15,6/23/2022,6/24/2022
1641,e,sgs,2022,38,change,n,7/11/2022,JPEG,0.335812959,192,11,7,15,6/23/2022,6/24/2022
1642,e,sgs,2022,38,change,n,7/14/2022,JPEG,0.335394371,195,14,7,15,6/23/2022,6/24/2022
1643,e,sgs,2022,38,change,n,7/17/2022,JPEG,0.334804274,198,17,7,15,6/23/2022,6/24/2022
1645,e,sgs,2022,35,change,n,7/29/2022,JPEG,0.3311035,210,29,7,30,6/23/2022,6/24/2022
1646,e,sgs,2022,35,change,n,7/17/2022,JPEG,0.33355874,198,17,7,30,6/23/2022,6/24/2022
1647,e,sgs,2022,35,change,n,8/12/2022,JPEG,0.333219852,224,12,8,30,6/23/2022,6/24/2022
1648,e,sgs,2022,35,change,n,8/26/2022,JPEG,0.334198085,238,26,8,30,6/23/2022,6/24/2022
1650,e,sgs,2022,35,change,n,8/5/2022,JPEG,0.334613047,217,5,8,30,6/23/2022,6/24/2022
1651,e,sgs,2022,36,change,n,7/23/2022,JPEG,0.336316054,204,23,7,5,6/23/2022,6/24/2022
1652,e,sgs,2022,36,change,n,7/29/2022,JPEG,0.332777912,210,29,7,5,6/23/2022,6/24/2022
1653,e,sgs,2022,36,change,n,7/11/2022,JPEG,0.336710751,192,11,7,5,6/23/2022,6/24/2022
1654,e,sgs,2022,36,change,n,7/17/2022,JPEG,0.335248626,198,17,7,5,6/23/2022,6/24/2022
1655,e,sgs,2022,36,change,n,6/23/2022,JPEG,0.336345654,174,23,6,5,6/23/2022,6/24/2022
1656,e,sgs,2022,36,change,n,6/25/2022,JPEG,0.336064928,176,25,6,5,6/23/2022,6/24/2022
1657,e,sgs,2022,36,change,n,8/5/2022,JPEG,0.336217687,217,5,8,5,6/23/2022,6/24/2022
1666,e,sgs,2022,36,change,n,6/27/2022,JPEG,0.334573496,178,27,6,5,6/23/2022,6/24/2022
1667,e,sgs,2022,36,change,n,6/29/2022,JPEG,0.336192156,180,29,6,5,6/23/2022,6/24/2022
1668,e,sgs,2022,36,change,n,7/1/2022,JPEG,0.336980936,182,1,7,5,6/23/2022,6/24/2022
1669,e,sgs,2022,36,change,n,7/5/2022,JPEG,0.335532674,186,5,7,5,6/23/2022,6/24/2022
1670,e,sgs,2022,36,change,n,7/8/2022,JPEG,0.334527867,189,8,7,5,6/23/2022,6/24/2022
1677,e,sgs,2022,36,change,n,8/12/2022,JPEG,0.333617472,224,12,8,5,6/23/2022,6/24/2022
1678,e,sgs,2022,36,change,n,8/26/2022,JPEG,0.335540292,238,26,8,5,6/23/2022,6/24/2022
1680,e,sgs,2022,39,change,n,8/12/2022,JPEG,0.335046414,224,12,8,7.5,6/23/2022,6/24/2022
1681,e,sgs,2022,39,change,n,6/25/2022,JPEG,0.334989409,176,25,6,7.5,6/23/2022,6/24/2022
1683,e,sgs,2022,39,change,n,6/29/2022,JPEG,0.336052955,180,29,6,7.5,6/23/2022,6/24/2022
1684,e,sgs,2022,39,change,n,6/23/2022,JPEG,0.335677474,174,23,6,7.5,6/23/2022,6/24/2022
1693,e,sgs,2022,39,change,n,7/1/2022,JPEG,0.336528084,182,1,7,7.5,6/23/2022,6/24/2022
1694,e,sgs,2022,39,change,n,7/5/2022,JPEG,0.335104231,186,5,7,7.5,6/23/2022,6/24/2022
1695,e,sgs,2022,39,change,n,7/8/2022,JPEG,0.336155018,189,8,7,7.5,6/23/2022,6/24/2022
1696,e,sgs,2022,39,change,n,7/11/2022,JPEG,0.335372391,192,11,7,7.5,6/23/2022,6/24/2022
1700,e,sgs,2022,37,change,n,7/23/2022,JPEG,0.336157263,204,23,7,2.5,6/23/2022,6/24/2022
1701,e,sgs,2022,37,change,n,8/5/2022,JPEG,0.337393311,217,5,8,2.5,6/23/2022,6/24/2022
1702,e,sgs,2022,37,change,n,8/12/2022,JPEG,0.334226542,224,12,8,2.5,6/23/2022,6/24/2022
1703,e,sgs,2022,37,change,n,6/25/2022,JPEG,0.336943597,176,25,6,2.5,6/23/2022,6/24/2022
1704,e,sgs,2022,37,change,n,7/29/2022,JPEG,0.336400328,210,29,7,2.5,6/23/2022,6/24/2022
1705,e,sgs,2022,37,change,n,6/29/2022,JPEG,0.336869591,180,29,6,2.5,6/23/2022,6/24/2022
1706,e,sgs,2022,37,change,n,7/1/2022,JPEG,0.338713343,182,1,7,2.5,6/23/2022,6/24/2022
1707,e,sgs,2022,37,change,n,7/5/2022,JPEG,0.337099619,186,5,7,2.5,6/23/2022,6/24/2022
1708,e,sgs,2022,37,change,n,6/27/2022,JPEG,0.336015568,178,27,6,2.5,6/23/2022,6/24/2022
1709,e,sgs,2022,37,change,n,7/11/2022,JPEG,0.337883854,192,11,7,2.5,6/23/2022,6/24/2022
1710,e,sgs,2022,37,change,n,7/14/2022,JPEG,0.335669858,195,14,7,2.5,6/23/2022,6/24/2022
1711,e,sgs,2022,37,change,n,7/17/2022,JPEG,0.336154765,198,17,7,2.5,6/23/2022,6/24/2022
1717,e,sgs,2022,38,change,n,6/25/2022,JPEG,0.336633715,176,25,6,15,6/23/2022,6/24/2022
1718,e,sgs,2022,37,change,n,6/23/2022,JPEG,0.336885802,174,23,6,2.5,6/23/2022,6/24/2022
1719,e,sgs,2022,39,change,n,8/26/2022,JPEG,0.335056226,238,26,8,7.5,6/23/2022,6/24/2022
1721,e,sgs,2022,37,change,n,7/8/2022,JPEG,0.337244669,189,8,7,2.5,6/23/2022,6/24/2022
1724,e,sgs,2022,40,change,n,6/29/2022,JPEG,0.336790796,180,29,6,10,6/23/2022,6/24/2022
1730,e,sgs,2022,37,change,n,8/26/2022,JPEG,0.338813779,238,26,8,2.5,6/23/2022,6/24/2022
1734,e,sgs,2022,40,change,n,7/1/2022,JPEG,0.336011998,182,1,7,10,6/23/2022,6/24/2022
1736,e,sgs,2022,40,change,n,6/27/2022,JPEG,0.333550443,178,27,6,10,6/23/2022,6/24/2022
1737,e,sgs,2022,38,change,n,7/1/2022,JPEG,0.336888627,182,1,7,15,6/23/2022,6/24/2022
1738,e,sgs,2022,40,change,n,7/14/2022,JPEG,0.336343726,195,14,7,10,6/23/2022,6/24/2022
1740,e,sgs,2022,38,change,n,7/29/2022,JPEG,0.333040582,210,29,7,15,6/23/2022,6/24/2022
1749,e,sgs,2022,38,change,n,6/29/2022,JPEG,0.336224422,180,29,6,15,6/23/2022,6/24/2022
1750,e,sgs,2022,39,change,n,6/27/2022,JPEG,0.331809051,178,27,6,7.5,6/23/2022,6/24/2022
1751,e,sgs,2022,38,change,n,7/5/2022,JPEG,0.33590415,186,5,7,15,6/23/2022,6/24/2022
1752,e,sgs,2022,38,change,n,7/23/2022,JPEG,0.33741436,204,23,7,15,6/23/2022,6/24/2022
1754,e,sgs,2022,38,change,n,8/5/2022,JPEG,0.334607107,217,5,8,15,6/23/2022,6/24/2022
1755,e,sgs,2022,38,change,n,8/12/2022,JPEG,0.33390983,224,12,8,15,6/23/2022,6/24/2022
1756,e,sgs,2022,38,change,n,6/23/2022,JPEG,0.336034392,174,23,6,15,6/23/2022,6/24/2022
1758,e,sgs,2022,38,change,n,6/27/2022,JPEG,0.332753497,178,27,6,15,6/23/2022,6/24/2022
1763,e,sgs,2022,40,change,n,6/25/2022,JPEG,0.336778384,176,25,6,10,6/23/2022,6/24/2022
1772,e,sgs,2022,38,change,n,8/26/2022,JPEG,0.33467937,238,26,8,15,6/23/2022,6/24/2022
1779,e,sgs,2022,39,change,n,7/14/2022,JPEG,0.335381195,195,14,7,7.5,6/23/2022,6/24/2022
1786,e,sgs,2022,40,change,n,7/23/2022,JPEG,0.33701395,204,23,7,10,6/23/2022,6/24/2022
1787,e,sgs,2022,40,change,n,7/29/2022,JPEG,0.334055561,210,29,7,10,6/23/2022,6/24/2022
1790,e,sgs,2022,39,change,n,7/23/2022,JPEG,0.336244137,204,23,7,7.5,6/23/2022,6/24/2022
1793,e,sgs,2022,39,change,n,7/17/2022,JPEG,0.333352695,198,17,7,7.5,6/23/2022,6/24/2022
1795,e,sgs,2022,39,change,n,7/29/2022,JPEG,0.333310317,210,29,7,7.5,6/23/2022,6/24/2022
1797,e,sgs,2022,40,change,n,6/23/2022,JPEG,0.336199139,174,23,6,10,6/23/2022,6/24/2022
